name comment
"Jujutsu Kaisen 0: The Movie" 完美精彩值得二三刷期待二期
"Jujutsu Kaisen 0: The Movie" 純愛萬歲純愛的一發太棒了非常推薦來看喔
"Jujutsu Kaisen 0: The Movie" 作者短版在於刻畫情緒場景切換啟程流暢不佳作者最大貢獻人物刻畫鮮明足夠撐場但電影版劇組補齊缺點作品優秀幾個檔次此部作品驚喜度不斷人物優化尤其是五條情感張力強大整場很多男生都哭聲不斷配樂很細緻停點劇讓人高潮這是很藝術的戰鬥很燃可惜很短結尾分首歌十分經典經典場景重現註很多人說前面鋪程太長但我覺得正是優點中斷開始拉高所有節奏來自前面鋪程讓人理解
"Jujutsu Kaisen 0: The Movie" 真的太好看真的用愛做動畫
"Jujutsu Kaisen 0: The Movie" 真的真的真的超級好看超級好看完全沒有冷場
"Jujutsu Kaisen 0: The Movie" 超好看的雖然這集的主角是大師兄但我在心裡為五條悟尖叫了大概一百遍熊貓實在好好笑真希也讓人好愛總之每個角色在這集裡都讓人好喜歡一定要進戲院支持
"Jujutsu Kaisen 0: The Movie" 電影超好看戰鬥畫面很熱血回憶畫面很感人劇情也超好看很值得一而再再而三去重刷好幾次很推薦去看這部電影
"Jujutsu Kaisen 0: The Movie" 純愛戰士大好讓人相信愛情的電影
"Jujutsu Kaisen 0: The Movie" 鮭魚昆布明太子金槍魚金槍魚美乃滋
"Jujutsu Kaisen 0: The Movie" 非常好電影動作非常好差不多一樣冰淇淋
"A Perfect Enemy" 這種非常特別的案件謎團對我來說雖然有點燒腦不過也是挺好看因為從這裏面去學習如何思考和分析真的很重要
"A Perfect Enemy" 結局收在意想不到的地方感覺可以探討更多期待續集
"A Perfect Enemy" 很推薦這部電影故事曲折離奇深藏在主角內心的是魔鬼還是良知
"A Perfect Enemy" 完美呈現魔鬼藏在細節裡是一部想再進戲院重刷的好電影
"A Perfect Enemy" 這部戲真的很值得去電影院看劇情加上效果都不錯確實非常值回票價
"A Perfect Enemy" 朋友找我就想說跟他一起去看不過沒想到劇情是意外的好真的很棒的一部電影
"A Perfect Enemy" 電影懸疑帶些驚悚意想不到的發展和結局去影城用大螢幕看很有
"A Perfect Enemy" 就像女主說的每個人聽故事時都是故事的建築師人會依照自己的生活經驗來想像故事中的人事物所以看這部電影我很晚才發現真相也很正常哈哈哈
"A Perfect Enemy" 故事非常曲折離奇男女主演技都很到位而且被男主年輕扮相帥到
"A Perfect Enemy" 一開始男女主的邂逅還以為兩人會交往分手復合結婚生子結果真讓人意外我喜歡懸疑推理的電影比看一堆聲光特效強多了
"A Perfect Enemy" 夠懸疑故事性強看到中後段才知道連女主的名字都有埋梗啊會想重刷的一部電影
"A Perfect Enemy" 喜歡看劇情片的人千萬不要錯過這部很會說故事的好片
"A Perfect Enemy" 劇情超級特別還是第一次看到這樣的劇情設計方式非常有特色的電影
"A Perfect Enemy" 本身就很喜歡這種主題的電影懸疑加上犯罪的素材劇情讓我印象深刻
"A Perfect Enemy" 看網路上大家的評價都不錯想說去看抱著嘗試的心態沒想到意外的好看
"A Perfect Enemy" 很需要思考的一部電影之前看完預告片之後就覺得一定要看果然沒讓我失望
"A Perfect Enemy" 非常好看主要是劇情非常吸引我覺得很值得去看沒看過的人一定要看
"A Perfect Enemy" 劇情算吸引人會讓你在看的時候一直動腦思考思考各式各樣的可能性整個起承轉合都不錯這邊就不多說以免暴雷
"A Perfect Enemy" 感覺還不錯跟朋友一起來看我就知道男女主角絕對會有反轉劇情啦
"A Perfect Enemy" 意外的滿好看的懸疑片比尼羅河謀殺案好看太多編劇和導演真的厲害
"A Perfect Enemy" 看完預告片和劇情大綱感覺這部會充滿許多反轉最好是有令人意想步道的結局
"A Perfect Enemy" 非常值得去電影院看的一部電影自己是滿喜歡的可以去看看
"A Perfect Enemy" 值得去電影院看的一部電影過程中需要一直動腦個人覺得還不錯想不到要看什麼片子就考慮這部吧
"A Perfect Enemy" 算是意外感到好看至少比尼羅河謀殺案還看得下去也是很燒腦的一部電影
"A Perfect Enemy" 跟朋友去電影院看覺得還蠻好看的沒有冷場而且劇情會讓你在看的時候一直動腦思考
"A Perfect Enemy" 驚心動魄的劇情一樁往事掀起可怕的風暴小心變態的人就在你身邊
"A Perfect Enemy" 一直都很喜歡懸疑片的我一直都有在注意這部電影看網路佳評如潮觀影後果然沒讓我失望雖然前半部劇情讓人一頭霧水但後面連貫起來後真的很過癮好片值得推薦給大家
"A Perfect Enemy" 解開年前的沉封已久的秘密故事張力十足讚佩原作的妙筆生花欽佩導演完美的影像說故事的功力
"A Perfect Enemy" 這部推理犯罪電影拍的非常好將原著小說充滿謎題跟線索的文字完美地化作影像讓觀眾輕鬆的進入主角的故事中
"A Perfect Enemy" 這部影片不論是在拍攝角度或者是敘事手法上感覺都蠻吸引我的有獨特的技巧而背景音樂上也是很有渲染力
"A Perfect Enemy" 前面的故事看似八竿子打不著但後續居然圓回來了
"A Perfect Enemy" 敘事手法特別鋪陳的懸疑氛圍很到位全片不冷場有燒腦一直看到最後才知道結局
"A Perfect Enemy" 峰迴路轉一定要看到最後才會真相大白
"A Perfect Enemy" 腦袋還有點轉不過來這二人的關係演變過程有點複雜燒腦這女孩不簡單
"A Perfect Enemy" 非常喜歡這種懸疑又驚悚的片子整部片的節奏很緊湊非常刺激
"A Perfect Enemy" 劇情扣人心弦的完美策劃呈現出人性的黑暗面貪婪與毀滅
"A Perfect Enemy" 燒腦片就是要這種口味越看到最後越刺激
"A Perfect Enemy" 好久沒有看電影了這部真的是懸疑驚悚好看的片子
"Omerta 6/12" 很好看的一部電影剛看完一高雄大魯閣草衙道國賓影城劇情緊湊場面刺激還能看到高科技犯罪跟高層長官的黑吃黑很棒的一部歐洲片難得有媲美好萊塢的特務片有點像全面攻佔總之很推薦讚
"The Worst Person in the World" 世界上最爛的人不適真多是真雷同
"The Worst Person in the World" 電影以女性觀點出發性別議題在電影中佔了絕大的重點許多篇章幾乎都能看到這些不負責任的父親男生畫政治不正確的漫畫就被說是性騷擾男生公開大聲提及屌或打手槍很正常但女生提個生理期卻要小聲低調茱莉代表了這世界上一部分的女生迷茫卻又衝動尚未找到自己但社會又希望我們能符合對於女性的期待結婚生子什麼時候這個想法才會消停導演捕捉沿海港口城市的奧斯陸將喜愛的城市樣貌街景收進了他喜愛的電影當中雖然我只看了這部但也確實看見了導演心目中的奧斯陸的一部分即便是最終章奧斯陸的故事也將持續下去永不停歇
"Marry Me" 意外的好看歌也超棒很推薦喔
"Marry Me" 劇情輕鬆有趣節奏不拖泥帶水電影的音樂也很好聽是一部很推薦大家的浪漫愛情片
"Marry Me" 喜劇歌好听看完全剧居然我沒打瞌睡代表導演掌鏡了得呢
"Marry Me" 非常適合約會的浪漫電影歌也好聽蠻推薦
"Marry Me" 完全不雷的愛情電影結局也是完美的大推
"Marry Me" 完全不雷的愛情電影結局也是完美的大推
"Marry Me" 完全不雷的愛情電影結局也是完美的大推
"Marry Me" 很現實生活的劇情不管是明星還是平民都想要一段很樸實的感情和戀愛也寫實的把渣男演活的徹底會想要再看第二次舞台的臨場感很歌聲真的很吸引人
"Marry Me" 很好看的約會電影情人節首選有開心有幽默有溫馨電影最後面的素人有感動到
"Marry Me" 舞台很華麗情侶一起看也不錯喜歡看演唱會的人會喜歡
"Marry Me" 真愛是平凡的渣男總是光鮮亮麗這是本片最大的啟示
"Marry Me" 雖然是老梗的大明星和平凡人的戀愛劇情但時不時出現的笑點溫馨的親情橋段和洗腦好聽的主題曲還有女主角華麗的舞台服裝都加分不少原本不抱期待的去看珍妮佛羅培茲走出戲院腦海還留著主題曲的旋律值得推薦的愛情小品
"Marry Me" 這是一部男版的麻雀變鳳凰故事很簡單從預告片就已經說完了本片刻意找來歐文威爾森擔任男主角男主角不帥鼻子又醜卻可以麻雀變鳳凰翹臀珍為了本片裡面所有歌曲錄製本片電影原聲帶看本片就不要去想合理不合理就是生活中多一點幻想多一點浪漫日子就會過得很開心很適合在情人節進去戲院看的愛情喜劇浪漫電影
"The Hating Game" 很久沒看到這麼好笑又溫馨的喜劇男女主角張力十足
"The Hating Game" 有趣的愛情喜劇小品輕鬆看別認真
"The Hating Game" 帶點幽默風趣的愛情辦公室喜劇片不錯看
"Drive My Car" 原本以為重點在車子結果卻是契軻夫的電影的走文在不停的戲中戲排練中每個人物一直把最真實的情感吐露出來許多片段雖然是不停的口述畫面靜止著但卻讓人沒有辦法移開眼光特別是前世是鰻魚少女的故事穿插在妻子和不同男人上床後靈感泉湧的手法實在是高明車子的方向盤對有潛在控制慾的男人是一個不可侵犯的神聖領域再溫和的男人也是一樣這種男人坐在助手席或後座會無法控制地沒有安全感你會看到他們手握上方安全把或不停偷瞄著開車的人怎麼打方向燈怎麼選擇要走的路男主角在右駕的日本國度裏居然弄了台左駕的就可以知道這個男人是個潛在的控制狂所以當被迫把他的方向盤交給一個素未謀面的年輕女孩這種對絕對領域的侵犯感可想而知所以我不喜歡在車上這個譯名重點在開我的車雖然在車上的時光是赤裸裸的時光但這也是絕對領域交出去後而且還發現潛意識中不在意的對象開左駕車晃來晃去比你強大才能達到的境界這個的動詞是重點開頭很悲傷但結局實在過度溫暖了一點司機小姐開著男主角的車在韓國生活載著一同演出的韓國夫婦那隻可愛的狗暗示了兩個人一起拋開了悲傷的過往接受了韓國夫婦的邀請一起到了韓國重新了新人生的一頁還有在震災後許多日本作品一直有傳達什麼都大丈夫好好活著的意念也在本片中的結局出現了對比前面在黑膠樂聲中看著自己妻子和別人幹著的悲傷因為不想面對妻子提出分手而太晚回家的悲傷這結局實在暖到我無法接受反而是因為不爽自己虛偽過去而真正殺了人的將生更能面對自己用手語慢慢和所有現場的觀眾說著有關未來的光明真的好暖好暖的結局啊
"Drive My Car" 從日劇昨日的美食和名偵探主廚認識了解演員西島秀俊原本在車上外遇話題是自己無法直視面對的傷口猶豫著要不要看但奧斯卡另部入圍最佳外語片是不丹是教室它上映時就非常喜歡這部電影所以很好奇在車上是憑哪部分可打敗它贏得奧斯卡最佳外語片還沒看之前以為長期綠雲罩頂的男主角最悲情沒想到擁有行雲流水超高駕駛技術竟是長期被母親暴打訓練出來的父不詳的年輕女司機人生才是最慘綠曾經的相愛相殺隨著關係人死去再無標準解答其實答案一直都在自己內心深處如果和自己好好對話過就會明白誰的人生沒有幾段滿目瘡痍走過就好了
"Drive My Car" 毫不沈悶的大師之作每句台詞都值得細細品味最喜歡岡田將生和西島秀俊在車上對話的一幕
"Drive My Car" 彷彿上了一堂心靈課程我們都害怕失去害怕面對過去而從未傾聽自己內心的聲音當自己擁有面對過去的勇氣發現原來這世界沒自己想像那麼糟認真過每一天直到安然的逝去奧斯卡最佳影片外語片穩了
"Drive My Car" 真的是坎城最佳劇情獎正如導演先前的採訪中提到多虧有影展藝術電影也才能以商業模式呈現給觀眾不不我才要感謝導演能將這部電影拍的不僅藝術且擁有商業價值演員來自各國還一起參演了劇中劇的舞台劇本人對舞台劇不是很熟卻也看過幾齣這是第一次看到演員用各自的語言甚至是手語一起出演舞台劇觀感很新鮮公路電影時常有讓角色反思過往的橋段而這部電影當然也有畢竟旅行常常跟散心捆綁在一起人一旦靜下心來就是會多想能想的當然也就是那些在心底留下印記落下疙瘩的回憶這部電影章節段落清楚明瞭乾淨俐落整體呈現也沒有任何的華眾取巧家福與高槻在車上的對話更是讓人不停想起偶然與想像再次看到單純用嘴巴說出一段故事是如此引人入勝令人興致勃勃不想等到下回再分曉那段的岡田超帥
Moonfall 特效方面十分不錯無聊可以一看
Moonfall 雖然劇情誇張也比較老套而且很容易猜情節但科幻題材一向如此而且特效不錯還是值得去大螢幕觀賞然後覺得工讀生洗低分真的跟噓人很無聊跟我老公都覺得依照過往正常奇摩電影的網友評分這部應該會有分左右
Moonfall 題材新鮮所謂外星人其實是我們的祖先這超乎我想像不管真假很值得深思也許是真的覺得劇情不合乎邏輯的也許不適合看電影玩命關頭變形金剛復仇者聯盟借問哪個劇情合乎常理了
Moonfall 劇情及邏輯還可以原本以為會很難看結果意外還不錯可以去看
Moonfall 其實劇情很扯但電影的喻意好看我這個人很平凡只要讓我覺得有深度有概念就值五星月球不是一個星球的想法很創新
Moonfall 我覺得真的好看啊在新春的檔期來說就是爽片一部畫面及震撼的場面真的蠻棒的雖然劇情有點扯但是是給我們另一種的省思其實是有意涵的真心推薦在接下來的強片上之後可能就要下檔之前大家趕快去看吧
Moonfall 超級好看的從頭精彩到尾刺激好看讚
Moonfall 劇情傳統的科幻片還蠻好看的啊就是爽片
Moonfall 非常好看劇情內容畫質音效都很好如果看版應該會更震撼
Moonfall 我覺得挺好看的後悔沒有去看喜歡看太空片的朋友記得去看超大螢幕
Moonfall 好好看喔看完讓我聯想到嫦娥奔月或許是真的
Moonfall 搞不懂一堆人在那邊負評其實這部拍得很不錯啊題材想法也很創新
Moonfall 越來越多次被影評騙了其實愛看電影的雷片很少遇到有些人標準比較高還好有來看這部不錯看
Moonfall 剛看完很好看很重要一定要看版超讚
Moonfall 只有難看可以形容真是不用大腦及眼睛就能看的一部電影
Moonfall 誰説難看非常好看絕無冷場比今年的漫威好看
Moonfall 雖然從宇宙災難轉捩成外星科幻片但故事結構單純完整無冷場在格局失控令人出戲前完美收尾就是一部成功的警世商業片
Moonfall 還行大場面大特效劇情就還可以看大特效場面就好
Moonfall 參考了下面的評論後才決定去看科幻片親情加持下讓這部片更有溫度可惜國賓小廳播放不然大螢幕應該會很享受分可以看的
Moonfall 明明就還不錯很適合進戲院觀賞雖然是很典型的災難片親情梗但很適合爆米花戲院觀賞
Moonfall 還不錯蠻有趣的爽片可以考慮看個對未來腦補一些想像
Moonfall 月球中空理論人類是來自外太空的物種算是好看的科幻爽片
Moonfall 可能因月球太常看到要做成讓人入戲的科幻災難片說真的難度很高但畫面是想看的劇情普普最後有些現實相信這題材以後會拍更好
Moonfall 好看好看適合適合
Moonfall 就很科技的災難片滿普通的還是明天過後好看
Moonfall 大場面的災難片演員也都很大咖很推薦進電影院觀賞雖然劇情比較科幻但又有誰人能證明不是事實呢
Moonfall 看完一直覺得我到底看了什麼的感覺巨型結構理論滿特別但有些劇情實在太扯了和一樣主角都不會死中國演員演技實在太差看了我尷尬癌都發作有時候畫面跳轉太快原本在外太空緊張刺激又突然跳回地球畫面會讓人整個出戲但三個主角演技不錯很自然有感情四顆星給科幻特效和主角們
Moonfall 想說看一下災難片因為看過丶明天過後應該不差就爽片但意外的驚喜超級好看特效真的很棒而且很不同的災難片追殺很玩命關頭丶最後也很世界末日一樣感人大力推薦
Moonfall 很不錯的螢幕效果普通的科幻劇情但仍推
Moonfall 比尚氣還難看但比永恆族好看一點
Moonfall 劇情很緊湊沒有冷場月亮的設定符合我的想像進戲院看有被娛樂的效果門票算值得
Moonfall 非常好看這是最新科學家的報告的確是這樣子的概念拍出來看的很過癮這是近年來最好看的災難片我給滿分
Moonfall 漸漸地藉由電影來告知人們這世界的真相看電影的同時別只是嗑著爆米花邊無腦地看多動些腦筋思考一下電影裡要透露給你的資訊是什麼
Moonfall 非常好看近年最好看的娛樂片
Moonfall 看得出來中國贊助不少少掉這些硬加的劇情會更好
Moonfall 太空漫遊星際效應玩命關頭年度災難大爽片超屌
Moonfall 完全不同以往的單純災難科幻片滿滿腦洞大開的劇情整體算是一部稱職的爆米花電影值得一看
Moonfall 科幻大過於災難的部分刺激片段感覺還不錯
Moonfall 很好看這是科幻片不是災難片所以比很多太空科幻片好看多了
Moonfall 本來以為是單純的災難片但劇情超乎我所想像根本不會想到月球可以有這樣的論述甚至猜測看完只能說搞不好電影說的月球才是真的就像地平論一樣的構想在正常的邏輯下顯得愚蠢但在地球以外也許才是真理畫面還是很刺激與精彩看了也很緊張
Moonfall 這部電影個人覺得構想還不錯值得看如果本身喜歡看災難片應該會喜歡
Moonfall 雖難前面看到快睡著但是後面特效場面很棒
Moonfall 男女主角都已經去一趟月球打怪回來了桑尼還沒有抵達美國大軍庇護處這會不會太扯
Moonfall 非常好看完全沒冷場推薦最後一幕犧牲生命去就整個地球的及月球的真的很感人
Moonfall 超好看又刺激從頭到尾無冷場這不算單純的災難電影也不能說是感人的故事但特效真的很棒概念也很棒陰謀論的真相也很棒月球中空論一直存在月球永遠以同一面向著地球是誰設計了這麼巧妙的自轉和公轉速度讓它始終唯一呈現來自星際的高度智慧帶來了生命的種子星際方舟也存在著導演要在兩小時內敘述這麼多東西真的也只能點到為止也許留待續集探究放下所有預設的期待放鬆享受故事所要傳達的就好
Moonfall 好看精彩劇情緊湊無狗血整部片導演劇組相當細心探討到人類的起源和地球與月球的關係但並非完全寫實的電影應該說這部片是一個假說用假說來表達目前很多無法解釋的天體運行還有地球獨一無二的特性基本上是講得通的我很推薦大家去看看不懂的人可以帶對宇宙有了解的人去看才不會造成無知的謾罵
Moonfall 喜歡看災難片的人可以去看毀天滅地的特效是蠻震撼的銀河外星腦如我的人也蠻適合去看因為發現月球是中空的而且是外星祖先所建構的挺讓人興奮的整體來說是部爆米花爽片月球中空論
Moonfall 跟無關的影片當災難片來看就好劇情還可以特效也做的不錯音效大到以為發生地震有時間可以去看看
Moonfall 雖然劇情天馬行空但震撼爆破撕裂的驚心動魄場景是值得一看
Moonfall 雖然劇情有點不合理但值得一看絕無冷場
Moonfall 我覺得不算災難片因為鏡頭很少很少應該算是科幻片把月球描述是遠古人類建造的適居基地滿創新的月球內部的也很特別但相對來說在地表逃難的支線就很草率和違背物理學了首先我覺得花太多時間在鋪成前面月球軌道偏移被發現我還是想不通遠古使月球偏軌是為了甚麼再來再逃難的幾人包括片尾的重逢這些人是都會瞬移嗎怎麼感覺一下子就遇到了以目前的科研月球如此靠近地球會帶來毀滅性災難如物體被吸走空氣被抽光等都符合但是怎如此強的犀利卻連小木屋都吸不走況且吸力不是會持續嗎還有星上將居然在緊要關頭會感情用事違抗命令即使沒有美國也有他國可發射核彈吧還是被毀滅的剩阿美了最後片中出現的中文台詞很沒意義感覺就是硬插的結論科幻的部分很新奇特別是死後的意識變成月球的一部分在倪匡的小說裡已有描述到但是地表的部分就很草率又多餘看著看著很容易出戲若是增加災難場景和跟的纏鬥會更好吧
Moonfall 非常好看特效音樂都超級棒
Moonfall 非常好看情節緊湊特效音樂都超級棒
Moonfall 毫無冷場雖然有些廣告置入但不突兀動畫做的很棒走出電影院大家都說好看
Moonfall 看個人我是跟朋友去覺得不錯看很久沒看到他的電影不錯
Moonfall 好像很久沒看到災難爽片了超級精彩有幾幕很想哭男主角很性感
Moonfall 過年最適合不用腦的爽片看的爽啦
Moonfall 首次拍攝月球內部的電影月球是否真的空心是否是外星人建造的待由時間來證明了
Moonfall 超好看難得的災難科幻電影
Moonfall 未知的世界人工智慧電影本身是有深度的去看見真章
Moonfall 好看劇情蠻特別的沒有什麼冷場
"Sing 2" 很好笑幽默也很緊張刺激整場無一刻不聚精會神很感動想重複看的電影
"Sing 2" 超級可愛的電影
"Sing 2" 比第一集更好看完全大推
"Sing 2" 笑點不斷非常好看真心大推希望可以繼續出第集
"Sing 2" 真的非常好看歌也好聽沒有看第一集的人也可以安心服用
"Sing 2" 超級可愛劇情也很棒真的很想當下面看秀的觀眾哈哈哈
"Sing 2" 很值得看的電影劇情溫馨不冷場動畫效果細膩精彩
"Sing 2" 超好看的好聽的音樂美麗漂亮的畫面小孩看了很開心說超級好看的
"Sing 2" 第二集真是大突破故事背景旁白內容都很意思比你想的還要好看
"Sing 2" 超級好看不冷場難得比第一集好看的卡通第二集
"Sing 2" 年節最和樂觀賞的電影配音也都唱的很好聽
"Sing 2" 帶歲和歲的孩子去看孩子們都看的懂大人小孩都適合喔
"Sing 2" 超級好看特地登入來給五星畫面精緻漂亮劇情感動
"Sing 2" 動物的神情是笑點揶揄的幹話更上一層樓好看
"Sing 2" 我用生命大力推薦這部精采感動不已的好電影裡面好聽的眾音樂加上電影院的杜比環場音效真的是很享受
"Sing 2" 帶小孩看了英文原版從頭到尾融入劇情絕無冷場直說好看去看戲院享受音樂轟炸的感覺比第一集好看倍
"Sing 2" 這部片推薦一定要進電影院看因為：畫面實在太精緻了劇情實在太有趣了歌曲實在太好聽了獅子實在太有型了示範了一部好的續集作品該有樣子：突破既定的框架再延續熟悉的感動再華麗炫目的場景都比不上一滴眼淚的重量這部電影的精彩大大超乎預期值得大家親自感受他的美好
"Sing 2" 超級好看全片無一處冷場近期看過最精彩的動畫片
"Sing 2" 難得有可以超越第一集的電影太精彩好看了
"Sing 2" 太好看了音樂討喜的動物們值得二刷
"Sing 2" 太感動太精彩太豐富的劇情了比第一集還好看啊真心推薦這一部好作品
"Sing 2" 這部就是要去電影院聽歌用歌曲帶動劇情的很聽好看可以推薦
"Sing 2" 好多經典膾炙人口的歌曲邊看邊忍不住唱起來想二刷了
"Sing 2" 超級好看比第一集更讚愛死
"Nightmare Alley" 刻畫人性的劇情發人省思的結局
"Nightmare Alley" 非常好看導演擅長年代氛圍營造劇情探討人性的貪婪與童年陰影的影響很多層面造就自己心理深處最脆弱的無與悲哀
"Nightmare Alley" 愛喝愛賭的人有福了快帶家人一起看
"Nightmare Alley" 深度探討怪胎議題的一部電影建議先去科普這部戲的的拍攝概念再來去電影院享受能夠大大提升觀賞品質一部大讚的好片
"Nightmare Alley" 超級好看劇情緊湊從頭提心吊膽結尾也能完美呼應推薦給喜歡看電影的大家說看到睡著的是要多沒文化
"Nightmare Alley" 帶有一些懸疑的劇情演員演技優劇情有點沈重個人不愛這類型的電影但必須說這是一部好片推薦觀賞
"Nightmare Alley" 劇情普通剪輯也很壟長中間睡著次劇情發展老套結局也能猜得出來
"Nightmare Alley" 本片卡司大咖雲集加上羊男的迷宮金獎導演改拍老片玉面情魔強調人不能老是靠謊話騙人夜路走多了難免會碰到鬼兩個半小時的電影完全沒有冷場凱特布蘭琪和布萊德利庫柏的鬥智真是好看大推
"Nightmare Alley" 大推暗黑貪婪直搗人性弱點全片精彩高潮不斷編導俱佳男女主角配角精湛演技可圈可點說謊騙子對上專業心理師犀利對白一場心理戰精彩絕妙
"Nightmare Alley" 好片深刻刻劃了一個人的一生輪迴女性主義的電影
"My Best Friend’S Breakfast" 很好看會想哭有情人終成眷屬還蠻現實化
"My Best Friend’S Breakfast" 滿好看的啊很好笑沒想到周興哲演的還不錯
"My Best Friend’S Breakfast" 劇情感人主題曲超好聽最後那一段真的讓人印象深刻男女主角青澀的愛情讓人印象深刻讚讚
"My Best Friend’S Breakfast" 第一次有一部電影是評論差到我很好奇想去看的
"My Best Friend’S Breakfast" 很好看只是感情線發展的太快有些劇情鋪陳過於急促但是好片
"My Best Friend’S Breakfast" 每次看都很感動也很有感觸愛真的需要勇敢說出口至少說出口了才不會有遺憾
"My Best Friend’S Breakfast" 原本也是因為周興哲想去看看到影評好像沒那麼好但去看了其實還不錯雖然劇情沒有那麼好可能有些老梗整體來說算不錯輕鬆小品愛情喜劇
"My Best Friend’S Breakfast" 好看推薦
"My Best Friend’S Breakfast" 好看輕鬆有趣的愛情喜劇片演員表現的很不錯
"My Best Friend’S Breakfast" 可愛可笑可歡可樂的青春愛情喜劇
"My Best Friend’S Breakfast" 演員卡司讚劇情有趣想找尋青春回憶
"My Best Friend’S Breakfast" 電影主題曲超棒劇情也是感動還有幸福甜蜜的感覺趕快一起來看我吃了那男孩一整年的早餐吧
"My Best Friend’S Breakfast" 電影真的很好看大家趕快去戲院看吧
"My Best Friend’S Breakfast" 覺得很好看學長好帥唱歌好好聽第一次演電影這樣的表現已經很棒了劉品言飾演的女主角媽媽讓我眼眶泛淚宋柏緯飾演的社長讓我圈粉周興哲唱的主題曲真的好好聽啊
"My Best Friend’S Breakfast" 電影很好看要繼續刷刷刷刷
"My Best Friend’S Breakfast" 買完早餐帶早餐進去看電影讚讚讚
"My Best Friend’S Breakfast" 追興追起來吃完早餐趕快去看早餐
"My Best Friend’S Breakfast" 這部電影的主角是吃飯糰和奶茶吧演得惟妙惟肖看完我也想吃了
"My Best Friend’S Breakfast" 好看好哭充滿青春與勵志的電影
"My Best Friend’S Breakfast" 很感動也很有劇情生為小興星當然愛爆
"My Best Friend’S Breakfast" 電影完全表達出高中愛戀的那種心情有被感動到
"My Best Friend’S Breakfast" 好看很喜歡快進戲院支持起來
"My Best Friend’S Breakfast" 校園青春洋溢愛情值得進戲院觀賞
"My Best Friend’S Breakfast" 微甜微酸的愛情故事總是讓人回味無窮
"My Best Friend’S Breakfast" 是部小清新的電影電影中演員唱的歌曲很好聽值得進戲院一看
"My Best Friend’S Breakfast" 有點經歷後再看這種小清新的電影其實會有一些感動工作壓力大來看看校園喜劇感覺還蠻不錯的偶爾回到那種單純的情感也是種放鬆女主的內心對會幫助大家反思一些平常在意但不會沈靜下來思考的問題尤其是在電影院人少的時候看哈
"My Best Friend’S Breakfast" 好看還沒看到趕快找大家一起去看
"My Best Friend’S Breakfast" 電影好看男的帥女的美電影的音樂也很好聽
"My Best Friend’S Breakfast" 電影很好看又感人看完了好想吃飯糰
"My Best Friend’S Breakfast" 電影還不錯看歌也很好聽看完後瞬間餓了起來
"My Best Friend’S Breakfast" 以校園劇來說已經很不錯卡司陣容堅強
"My Best Friend’S Breakfast" 很好看歌也很好聽看完好想吃飯糰
"My Best Friend’S Breakfast" 超級好看的我看了第二次了祝票房可以大賣
"My Best Friend’S Breakfast" 從去年得知小杜哥又有新作品時就非常期待看完真的好喜歡不但跟朋友一起在台北衝首週票房回澎湖也帶家人一起進戲院繼續支持最需要這種療癒系的青春電影預祝票房早日破億之後有空一定會再去戲院刷的李沐飾演的項微心真的太可愛了啦
"My Best Friend’S Breakfast" 好好看好感動女主角美男主角帥看完肚子好餓
"My Best Friend’S Breakfast" 真心推薦這部充滿愛與歡樂的校園愛情喜劇每個人都有不敢說出口的戀愛經驗透過這部電影讓大家知道有機會遇到就要勇敢去愛
"My Best Friend’S Breakfast" 好好看歌也很好聽值得一看
"My Best Friend’S Breakfast" 雖然還沒看過文章但這部電影是發自內心的好看好看到我好幾刷去了
"My Best Friend’S Breakfast" 因為是真實改編已經預想到本來就不會有太大反轉結局不過很喜歡看吃不同早餐攤位的戲碼還有社長要搞笑要悲情演員演得很到位看到後面很希望社長多多出現講個戲裡缺點：出現某些橋段會覺得太偶像劇但現實的親親抱抱放在校園劇又好像怪怪的可能因人而異個人覺得有些可以不用放
"My Best Friend’S Breakfast" 很喜歡導演用食物來代表四個人物的巧思
"My Best Friend’S Breakfast" 纯纯的爱甜甜的小确幸歌好听剧好看国片
"My Best Friend’S Breakfast" 電影的劇情很有趣歌曲也好聽希望可以再拍續集
"My Best Friend’S Breakfast" 以直白方式告知觀眾男女主角雙方都在暗戀彼此沒有超級反轉的結局卻溫馨好看個人哭點在劉品言和邱凱偉飾演的夫妻誰說愛他就一定要在一起生活
"My Best Friend’S Breakfast" 整部電影很連結青少年的感情起承轉合的很到位雖然大概知道故事情節可是我還是哭的淚流滿面
"My Best Friend’S Breakfast" 電影好看音樂好聽支持國片
"My Best Friend’S Breakfast" 歌曲好聽青春洋溢支持國片
"My Best Friend’S Breakfast" 劇情有哭有笑蠻值得看的希望票房趕快破億
"My Best Friend’S Breakfast" 非常好看歌很好聽有著青春特有的勇敢很療癒的故事
"My Best Friend’S Breakfast" 之前追過迪卡文章就很期待電影上映演員演得很不錯歌曲也好聽值得推薦
"My Best Friend’S Breakfast" 好看洋溢青春氣息的校園電影看過覺得好看值得再來二刷的好看電影感覺自己又再年輕了一次
"My Best Friend’S Breakfast" 很值得花錢進影院看的一部片演員都很會演歌曲也都很好聽一定要支持國片的啦
"My Best Friend’S Breakfast" 最印象深刻的是劉品言那段演的很好整體說不上感動但有笑點也有哭點改編的完整性算不錯支持國片
"My Best Friend’S Breakfast" 我吃了那男孩一整年的早餐好看
